building_id,upgrade,service,power_col,timeseries_file,timeseries_format,has_timeseries_file,has_power_col,has_metadata_device,expected_rows,on_threshold_kw,n_rows,total_minutes,total_hours,total_on_minutes,total_off_minutes,duty_cycle,n_on_events,n_off_events,n_switching_events,mean_on_duration_minutes,max_on_duration_minutes,mean_off_duration_minutes,max_off_duration_minutes,total_energy_kwh,avg_kw,peak_kw,read_status,read_error,element_type,equipment_type,fuel,service_type_from_metadata,device_type,analysis_class,heating_capacity_tons,cooling_capacity_tons,representative_capacity_kw_thermal,backup_fuel,backup_system_type,backup_heating_capacity_tons,compressor_type,diagnostic_flag,is_complete_month,include_in_device_population,include_in_active_operation_plots,include_in_ols_candidate_pool,include_in_plotting
100023,up00,heating,HVAC Heating Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100023/up00/simulation_results_august/ochre.parquet,parquet,True,True,False,43200,0.3,43200.0,43200.0,720.0,1175.0,42025.0,0.027199074074074073,272.0,273.0,544.0,4.319852941176471,20.0,153.93772893772893,1308.0,16.411730902777776,0.02279407069830247,0.8380458333333334,ok,,,,,,,,,,,,,,,normal,True,False,False,False,False
100023,up00,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100023/up00/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,3104.0,40096.0,0.07185185185185185,188.0,189.0,376.0,16.51063829787234,60.0,212.14814814814815,6997.0,111.55678775321012,0.1549399829905696,2.378567164547903,ok,,CoolingSystem,central air conditioner,electricity,cooling,air_conditioner,cooling_system,,2.2779166666666666,8.011096841807873,,,,,normal,True,True,True,True,True
100023,up01,heating,HVAC Heating Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100023/up01/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,2242.0,40958.0,0.05189814814814815,242.0,243.0,484.0,9.264462809917354,65.0,168.5514403292181,1295.0,141.31012966337923,0.19626406897691562,4.222292402234617,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,2.5646666666666667,2.5646666666666667,9.019554285841563,,,4.765666666666666,single stage,normal,True,True,True,True,True
100023,up01,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100023/up01/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,2718.0,40482.0,0.06291666666666666,207.0,208.0,414.0,13.130434782608695,31.0,194.625,7007.0,89.22884697207182,0.12392895412787754,2.1405613530262952,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,2.5646666666666667,2.5646666666666667,9.019554285841563,,,4.765666666666666,single stage,normal,True,True,True,True,True
100023,up02,heating,HVAC Heating Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100023/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,12913.0,30287.0,0.29891203703703706,54.0,55.0,108.0,239.12962962962962,960.0,550.6727272727272,2611.0,130.53614395076136,0.18130019993161298,1.069943508168448,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,4.98425,4.98425,17.528871893373722,,,4.765666666666666,variable speed,normal,True,True,True,True,True
100023,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100023/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,5638.0,37562.0,0.13050925925925927,27.0,28.0,54.0,208.8148148148148,569.0,1341.5,7087.0,77.12619866874556,0.10711972037325773,1.6111155082005044,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,4.98425,4.98425,17.528871893373722,,,4.765666666666666,variable speed,normal,True,True,True,True,True
100763,up00,heating,HVAC Heating Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100763/up00/simulation_results_august/ochre.parquet,parquet,True,True,False,43200,0.3,43200.0,43200.0,720.0,0.0,43200.0,0.0,0.0,1.0,0.0,0.0,0.0,43200.0,43200.0,0.04767628205128205,6.62170584045584e-05,0.08173076923076923,ok,,,,,,,,,,,,,,,near_never_on,True,False,False,False,False
100763,up00,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100763/up00/simulation_results_august/ochre.parquet,parquet,True,False,False,43200,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,missing_power_column,,,,,,,,,,,,,,,missing_power_column,False,False,False,False,False
100763,up01,heating,HVAC Heating Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100763/up01/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,537.0,42663.0,0.012430555555555556,7.0,8.0,14.0,76.71428571428571,332.0,5332.875,27036.0,5.945417015924568,0.008257523633228568,0.9043980864285114,ok,,HeatPump,mini-split,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,3.322833333333333,3.322833333333333,11.68591459558248,,,2.5941666666666667,variable speed,normal,True,True,True,True,True
100763,up01,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/100763/up01/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,25168.0,18032.0,0.5825925925925926,42.0,41.0,82.0,599.2380952380952,1190.0,439.8048780487805,1125.0,462.53922075319895,0.642415584379443,2.6403245191307985,ok,,HeatPump,mini-split,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,3.322833333333333,3.322833333333333,11.68591459558248,,,2.5941666666666667,variable speed,normal,True,True,True,True,True
