building_id,upgrade,upgrade_dir,results_dir,has_upgrade_dir,has_results_dir,has_home_xml,has_in_schedules,has_ochre_json,has_ochre_parquet,has_ochre_csv,has_timeseries_file,timeseries_format,timeseries_file,n_rows,expected_rows,has_heating_col,has_cooling_col,simulation_status,read_error
100023,up00,/mnt/datasets/resstock_2024/cosimulation/100023/up00,/mnt/datasets/resstock_2024/cosimulation/100023/up00/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/100023/up00/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
100023,up01,/mnt/datasets/resstock_2024/cosimulation/100023/up01,/mnt/datasets/resstock_2024/cosimulation/100023/up01/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/100023/up01/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
100023,up02,/mnt/datasets/resstock_2024/cosimulation/100023/up02,/mnt/datasets/resstock_2024/cosimulation/100023/up02/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/100023/up02/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
100763,up00,/mnt/datasets/resstock_2024/cosimulation/100763/up00,/mnt/datasets/resstock_2024/cosimulation/100763/up00/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/100763/up00/simulation_results_august/ochre.parquet,43200.0,43200,True,False,complete_month_missing_cooling_column,
100763,up01,/mnt/datasets/resstock_2024/cosimulation/100763/up01,/mnt/datasets/resstock_2024/cosimulation/100763/up01/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/100763/up01/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
100763,up02,/mnt/datasets/resstock_2024/cosimulation/100763/up02,/mnt/datasets/resstock_2024/cosimulation/100763/up02/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/100763/up02/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
101380,up00,/mnt/datasets/resstock_2024/cosimulation/101380/up00,/mnt/datasets/resstock_2024/cosimulation/101380/up00/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/101380/up00/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
101380,up01,/mnt/datasets/resstock_2024/cosimulation/101380/up01,/mnt/datasets/resstock_2024/cosimulation/101380/up01/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/101380/up01/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
101380,up02,/mnt/datasets/resstock_2024/cosimulation/101380/up02,/mnt/datasets/resstock_2024/cosimulation/101380/up02/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/101380/up02/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
102922,up00,/mnt/datasets/resstock_2024/cosimulation/102922/up00,/mnt/datasets/resstock_2024/cosimulation/102922/up00/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/102922/up00/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
102922,up01,/mnt/datasets/resstock_2024/cosimulation/102922/up01,/mnt/datasets/resstock_2024/cosimulation/102922/up01/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/102922/up01/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
102922,up02,/mnt/datasets/resstock_2024/cosimulation/102922/up02,/mnt/datasets/resstock_2024/cosimulation/102922/up02/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/102922/up02/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
103580,up00,/mnt/datasets/resstock_2024/cosimulation/103580/up00,/mnt/datasets/resstock_2024/cosimulation/103580/up00/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/103580/up00/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
103580,up01,/mnt/datasets/resstock_2024/cosimulation/103580/up01,/mnt/datasets/resstock_2024/cosimulation/103580/up01/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/103580/up01/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
103580,up02,/mnt/datasets/resstock_2024/cosimulation/103580/up02,/mnt/datasets/resstock_2024/cosimulation/103580/up02/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/103580/up02/simulation_results_august/ochre.parquet,43200.0,43200,True,True,complete_month,
103643,up00,/mnt/datasets/resstock_2024/cosimulation/103643/up00,/mnt/datasets/resstock_2024/cosimulation/103643/up00/simulation_results_august,True,True,True,True,True,True,False,True,parquet,/mnt/datasets/resstock_2024/cosimulation/103643/up00/simulation_results_august/ochre.parquet,43200.0,43200,True,False,complete_month_missing_cooling_column,
