building_id,upgrade,service,power_col,timeseries_file,timeseries_format,has_timeseries_file,has_power_col,has_metadata_device,expected_rows,on_threshold_kw,n_rows,total_minutes,total_hours,total_on_minutes,total_off_minutes,duty_cycle,n_on_events,n_off_events,n_switching_events,mean_on_duration_minutes,max_on_duration_minutes,mean_off_duration_minutes,max_off_duration_minutes,total_energy_kwh,avg_kw,peak_kw,read_status,read_error,element_type,equipment_type,fuel,service_type_from_metadata,device_type,analysis_class,heating_capacity_tons,cooling_capacity_tons,representative_capacity_kw_thermal,backup_fuel,backup_system_type,backup_heating_capacity_tons,compressor_type,diagnostic_flag,is_complete_month,include_in_device_population,include_in_active_operation_plots,include_in_ols_candidate_pool,include_in_plotting,device_key,daily_rows,active_day_share,median_daily_energy_kwh,median_daily_peak_kw,median_daily_duty_cycle,median_daily_kwh_per_ton,median_daily_peak_kw_per_ton,stable_on_day_count,median_switches_per_on_hour_10min
103580,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/103580/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,2730.0,40470.0,0.0631944444444444,20.0,21.0,40.0,136.5,466.0,1927.142857142857,11345.0,40.045941597120176,0.0556193633293335,1.4143855843024975,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,5.385166666666667,5.385166666666667,18.93883666037345,,,5.149,variable speed,normal,True,True,True,True,True,103580__up02,30,0.4,0.578835671188487,0.2234050529711485,0.0,0.1074870485943153,0.0414852625368107,12,0.8857173984094129
105857,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/105857/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,4113.0,39087.0,0.0952083333333333,19.0,20.0,38.0,216.47368421052636,596.0,1954.35,11210.0,60.2301043143094,0.083652922658763,1.6455756470050844,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,6.424916666666666,6.424916666666666,22.59548400975106,,,6.143083333333333,variable speed,normal,True,True,True,True,True,105857__up02,30,0.43333333333333335,1.1116501197407143,0.28334232565975026,0.0,0.1730217180104615,0.0441005448568334,13,0.6557377049180328
107871,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/107871/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,8850.0,34350.0,0.2048611111111111,26.0,27.0,52.0,340.38461538461536,666.0,1272.2222222222222,6921.0,126.86325916033124,0.1761989710560156,2.2670524732558097,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,6.932916666666666,6.932916666666666,24.38204506143062,,,6.628916666666667,variable speed,normal,True,True,True,True,True,107871__up02,30,0.7,3.3436279453535365,0.6348604639895592,0.23715277777777777,0.4822830139340397,0.09157191619538085,21,0.3133159268929503
109455,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/109455/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,10706.0,32494.0,0.247824074074074,25.0,26.0,50.0,428.24,696.0,1249.7692307692307,6867.0,207.6084767767549,0.2883451066343819,3.560994284670941,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,6.8661666666666665,6.8661666666666665,24.147295159462885,,,6.565083333333333,variable speed,normal,True,True,True,True,True,109455__up02,30,0.7666666666666667,6.529297467081717,1.1811879419292048,0.28680555555555554,0.9509378062113819,0.17203018791599456,23,0.2464065708418891
112184,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/112184/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,3234.0,39966.0,0.0748611111111111,21.0,22.0,42.0,154.0,450.0,1816.636363636364,11228.0,45.36139176194218,0.0630019330026974,1.485853944884135,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,6.290916666666667,6.290916666666667,22.12422577958361,,,6.015,variable speed,normal,True,True,True,True,True,112184__up02,30,0.5,0.7456443094684129,0.34267015938195533,0.014930555555555499,0.1185271318914963,0.05447062447952025,15,0.7920792079207921
116047,up01,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/116047/up01/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,19079.0,24121.0,0.4416435185185185,30.0,31.0,60.0,635.9666666666667,992.0,778.0967741935484,3853.0,511.12588019874687,0.7098970558315929,3.860200891280246,ok,,HeatPump,mini-split,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,6.936833333333333,6.936833333333333,24.395819400247703,,,5.41575,variable speed,normal,True,True,True,True,True,116047__up01,30,0.8666666666666667,17.714613716532817,2.574094603937243,0.49930555555555556,2.5537032339251073,0.37107632261655066,26,0.1779526866590449
116047,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/116047/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,18742.0,24458.0,0.4338425925925926,30.0,31.0,60.0,624.7333333333333,976.0,788.9677419354839,3882.0,436.37006835640494,0.6060695393838957,3.075921766822477,ok,,HeatPump,mini-split,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,5.664083333333333,5.664083333333333,19.919745426772977,,,5.41575,variable speed,normal,True,True,True,True,True,116047__up02,30,0.8666666666666667,16.18889062605176,2.359774576542587,0.4909722222222222,2.8581660391152015,0.4166207376673342,26,0.18504779569125404
120602,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/120602/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,8196.0,35004.0,0.1897222222222222,30.0,31.0,60.0,273.2,649.0,1129.1612903225807,7015.0,122.59856905595656,0.1702757903554952,2.4044493728990712,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,6.2019166666666665,6.2019166666666665,21.811225910293302,,,5.929916666666666,variable speed,normal,True,True,True,True,True,120602__up02,30,0.6666666666666666,3.4712001013656293,0.7379897032084732,0.2409722222222222,0.5596979591844935,0.11899381157037035,20,0.3236006018447851
124087,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/124087/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,11510.0,31690.0,0.2664351851851851,29.0,30.0,58.0,396.8965517241379,818.0,1056.3333333333333,6839.0,182.1968214624232,0.2530511409200322,3.137916253163813,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,5.8795,5.8795,20.67733406171256,,,5.621583333333334,variable speed,normal,True,True,True,True,True,124087__up02,30,0.8,5.10090703897102,0.6982864662289487,0.30833333333333335,0.8675749704857589,0.11876630091486495,24,0.24543572369659322
127954,up02,cooling,HVAC Cooling Electric Power (kW),/mnt/datasets/resstock_2024/cosimulation/127954/up02/simulation_results_august/ochre.parquet,parquet,True,True,True,43200,0.3,43200.0,43200.0,720.0,10995.0,32205.0,0.2545138888888889,27.0,28.0,54.0,407.22222222222223,732.0,1150.178571428571,6870.0,177.41785823840456,0.2464136919977841,3.1009269738753558,ok,,HeatPump,air-to-air,electricity,heating_and_cooling,air_source_heat_pump,air_source_heat_pump,6.289083333333333,6.289083333333333,22.11777821673307,,,6.013333333333334,variable speed,normal,True,True,True,True,True,127954__up02,30,0.7666666666666667,5.009616440424491,0.8887199143030915,0.3163194444444444,0.7965574909577957,0.14131151826096933,23,0.2521008403361344
